site_id,x_coord,y_coord
1452,621304.0,4840231.0
3762,639804.0,4848231.0
2952,633304.0,4846231.0
2270,627804.0,4846231.0
2252,627804.0,4837231.0
3819,640304.0,4845731.0
2306,628304.0,4833231.0
3703,639304.0,4849731.0
1829,624304.0,4842731.0
1153,618804.0,4845731.0
3450,637304.0,4847231.0
1828,624304.0,4842231.0
1998,625804.0,4834231.0
3957,641304.0,4852731.0
1389,620804.0,4839731.0
834,616304.0,4841231.0
3066,634304.0,4841231.0
2807,632304.0,4835731.0
3000,633804.0,4839231.0
3827,640304.0,4849731.0
1813,624304.0,4834731.0
2462,629304.0,4849231.0
3899,640804.0,4854731.0
4014,641804.0,4850231.0
3246,635804.0,4838231.0
3461,637304.0,4852731.0
1523,621804.0,4844731.0
3116,634804.0,4835231.0
2329,628304.0,4844731.0
829,616304.0,4838731.0
1950,625304.0,4841231.0
3018,633804.0,4848231.0
2745,631804.0,4835731.0
2182,627304.0,4833231.0
1695,623304.0,4837731.0
2021,625804.0,4845731.0
2320,628304.0,4840231.0
2185,627304.0,4834731.0
2804,632304.0,4834231.0
2741,631804.0,4833731.0
2947,633304.0,4843731.0
2948,633304.0,4844231.0
2307,628304.0,4833731.0
1465,621304.0,4846731.0
1940,625304.0,4836231.0
1123,618804.0,4830731.0
1635,622804.0,4838731.0
705,615304.0,4838731.0
1568,622304.0,4836231.0
2384,628804.0,4841231.0
1066,618304.0,4833231.0
1892,624804.0,4843231.0
3371,636804.0,4838731.0
2578,630304.0,4845231.0
2308,628304.0,4834231.0
4506,645804.0,4848231.0
1469,621304.0,4848731.0
3897,640804.0,4853731.0
3391,636804.0,4848731.0
763,615804.0,4836731.0
2272,627804.0,4847231.0
1826,624304.0,4841231.0
1310,620304.0,4831231.0
2376,628804.0,4837231.0
3948,641304.0,4848231.0
2869,632804.0,4835731.0
1564,622304.0,4834231.0
3761,639804.0,4847731.0
2935,633304.0,4837731.0
1772,623804.0,4845231.0
2684,631304.0,4836231.0
2000,625804.0,4835231.0
1884,624804.0,4839231.0
1265,619804.0,4839731.0
2507,629804.0,4840731.0
3815,640304.0,4843731.0
3699,639304.0,4847731.0
3454,637304.0,4849231.0
1021,617804.0,4841731.0
1755,623804.0,4836731.0
2184,627304.0,4834231.0
3628,638804.0,4843231.0
2997,633804.0,4837731.0
3401,636804.0,4853731.0
2314,628304.0,4837231.0
586,614304.0,4841231.0
2443,629304.0,4839731.0
3555,638304.0,4837731.0
3398,636804.0,4852231.0
2928,633304.0,4834231.0
3242,635804.0,4836231.0
3084,634304.0,4850231.0
2993,633804.0,4835731.0
2878,632804.0,4840231.0
1871,624804.0,4832731.0
2214,627304.0,4849231.0
2244,627804.0,4833231.0
4322,644304.0,4849231.0
1747,623804.0,4832731.0
2262,627804.0,4842231.0
2707,631304.0,4847731.0
3441,637304.0,4842731.0
1157,618804.0,4847731.0
2889,632804.0,4845731.0
2870,632804.0,4836231.0
3557,638304.0,4838731.0
3437,637304.0,4840731.0
717,615304.0,4844731.0
