cell_id,x_coord,y_coord,collision_count,camera_count,mean_dist_to_camera,mean_precip,mean_snow,downtown,lambda
1314,620304.0,4833231.0,81,0,1759.794077523303,1.9567901234567902,0.519753086419753,0,282.38689793492136
1315,620304.0,4833731.0,681,0,1367.0729629120651,2.2001468428781203,0.35066079295154184,0,373.6894271887175
1316,620304.0,4834231.0,74,0,1356.5646439621598,2.2864864864864867,0.4472972972972972,0,441.65009187842395
1317,620304.0,4834731.0,20,0,1293.5708031454667,4.640000000000001,0.54,0,183677.32348085966
1318,620304.0,4835231.0,193,0,1360.4101460679813,2.9310880829015544,0.6020725388601036,0,2215.3991911925013
1319,620304.0,4835731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1320,620304.0,4836231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1321,620304.0,4836731.0,4,0,458.5208828902313,3.0999999999999996,0.5,0,1326.2602163576776
1322,620304.0,4837231.0,128,1,278.74384350549394,1.7718749999999999,0.253125,0,99.00619703711119
1323,620304.0,4837731.0,107,0,195.2245133399863,2.492523364485981,0.9439252336448598,0,163.4768762290913
1324,620304.0,4838231.0,16,0,949.661424917775,5.074999999999999,0.2375,0,451440.73556906334
1325,620304.0,4838731.0,150,0,1185.456845110034,2.9413333333333336,0.6333333333333333,0,1844.9392842014245
1326,620304.0,4839231.0,163,0,908.8803642055318,1.6386503067484663,0.2331288343558282,0,54.83259883416958
1327,620304.0,4839731.0,177,0,540.8681298683614,2.447457627118644,0.3401129943502825,0,285.7382296429665
1328,620304.0,4840231.0,352,0,335.34815536884247,2.934659090909091,0.28750000000000003,0,832.1052764110801
1329,620304.0,4840731.0,524,1,322.4783415259861,2.306297709923664,0.2696564885496183,0,416.2512231733714
1330,620304.0,4841231.0,585,0,813.2973312700373,2.27025641025641,0.36957264957264957,0,240.14759392705093
1331,620304.0,4841731.0,1561,0,1193.0754527674753,2.193401665598975,0.38244714926329276,0,297.93779051750494
1332,620304.0,4842231.0,352,0,1372.2680060507555,2.1295454545454544,0.37926136363636365,0,308.2924038680101
1333,620304.0,4842731.0,101,0,1482.7674096757087,2.3772277227722776,0.46336633663366333,0,639.1256120231795
1334,620304.0,4843231.0,36,0,1312.1989043685144,3.7194444444444446,0.47777777777777775,0,17466.48887358456
1335,620304.0,4843731.0,42,0,715.9871529994773,1.7333333333333332,0.9000000000000001,0,41.055829485683795
1336,620304.0,4844231.0,131,0,304.5611645897897,1.6885496183206106,0.39389312977099233,0,29.506830077641833
1337,620304.0,4844731.0,75,0,389.25378412937783,2.3133333333333335,0.616,0,148.85654472241836
